"","area_name","area_code","covid_rate","area","popden","under15","age_15_64","over_65","white","black","asian_indian","asian_bang","asian_chin","mixed_ethnicity","other_ethnicity","BAME","imd","imd_income","imd_emp","imd_edu","imd_health","imd_crime","imd_house","imd_living_env","imd_daci","imd_daopi"
"74","Medway","E06000035",26.4165956237567,19203.31,13.7,18.9281045751634,67.050866723501,14.0210287013356,89.4454864071232,2.52458084683149,2.70228284550535,0.494079757506868,0.403523728331912,1.96116320924505,0.71687032300843,6.12446717817562,22.332,0.153,0.124,26.604,-0.034,0.352,18.387,21.186,0.22,0.151
"75","Merton","E09000024",17.8273650052831,3760.87,53.1,18.3837190086783,70.0375075741263,11.5787734171954,64.7944594953253,10.4214969978918,4.05923091946137,1.10970339471088,1.3110124040402,4.67417485840766,1.90242021503007,16.9014437161042,14.93,0.116,0.077,10.377,-0.642,0.215,19.631,27.495,0.169,0.161
"76","Middlesbrough","E06000002",41.239198913389,5387.47,25.7,18.9232147501662,66.1279368840852,14.9488483657486,88.1209721700431,1.2506141086033,1.06710400832298,0.176285293182672,0.653122561627605,1.70649943646505,1.08083114180851,3.14712597173655,40.216,0.268,0.216,40.64,1.195,0.633,18.316,12.907,0.357,0.253
"77","Milton Keynes","E06000042",16.0436619095655,30862.53,8.1,20.9713006538837,67.9721566909545,11.0565426551617,79.9860140422231,6.88486904240398,3.25776361319985,0.799369828109364,1.09395911116827,3.30960811185551,0.634592739358816,12.0359615948815,18.029,0.138,0.1,18.089,-0.067,0.076,25.631,5.619,0.197,0.152
"78","Newcastle upon Tyne","E08000021",56.6927335220236,11343.86,24.7,16.0773368263633,70.1031847724831,13.8194784011536,85.4352784132887,1.8416929298265,1.8102842131938,1.67465566409805,2.15470934445012,1.52724884626504,1.46264682682733,7.48134215156847,28.264,0.194,0.148,29.577,0.777,-0.056,18.448,13.11,0.273,0.245
"79","Newham","E09000025",24.5694581536703,3622.36,85,21.3663696815419,71.947244012676,6.68638630578212,28.8177307912099,19.5646527092316,13.7942230765235,12.0986804509325,1.27604031378253,4.52783261468128,3.46511507091277,46.7335965504702,32.939,0.217,0.129,20.825,0.261,0.967,41.892,33.742,0.288,0.41
"80","Norfolk","E10000020",12.605375060614,537056.1,1.6,15.685497407587,62.7229894811444,21.5915131112686,96.4107202805028,0.537249617665709,0.471273639449439,0.108755455257563,0.373941586780559,1.16880058935432,0.258425342235816,1.49122029915327,21.158,0.132,0.118,29.311,-0.039,-0.545,24.479,21.282,0.177,0.141
"81","North East Lincolnshire","E06000012",33.2548115477145,19184.49,8.3,17.6893293905373,64.5887630312751,17.7219075781877,97.3555282678428,0.257492983159583,0.321396351242983,0.167902967121091,0.379034683239775,0.743033279871692,0.293830192461909,1.12582698476343,30.898,0.204,0.167,36.452,0.207,0.575,16.222,27.635,0.29,0.193
"82","North Lincolnshire","E06000013",29.2333050655137,84631.29,2,17.443832638582,64.6166525327568,17.9395148286612,95.9461557755933,0.295020484215807,0.670066767793796,0.861770361788278,0.316519952701169,0.742926077660858,0.245452265207888,2.14337756649905,21.363,0.15,0.129,25.953,0.143,-0.001,16.1,15.35,0.205,0.156
"83","North Somerset","E06000024",20.7241096728967,37378.6,5.4,16.9110314662875,62.0424947918209,21.0464737418915,97.2028869602994,0.31199707749573,0.403325335939891,0.147606212296239,0.305579416091545,1.00362351036205,0.192036175863669,1.16850804182341,15.783,0.116,0.107,16.018,-0.223,-0.362,18.771,11.965,0.148,0.124
"84","North Tyneside","E08000022",34.5217404295795,8239.1,24.4,16.58657078401,65.8363255163072,17.5771036996828,96.6110726540206,0.365536028207031,0.545316009382423,0.341631764782048,0.432766769089795,0.903879960757168,0.205178261064437,1.6852505714613,21.279,0.163,0.143,20.475,0.538,-0.68,15.174,9.515,0.204,0.193
"85","North Yorkshire","E10000023",22.6880757249622,803761.29,0.7,16.093392783133,63.3177132772705,20.5888939395965,97.2443747743893,0.405096461088012,0.272571092423493,0.045957725577229,0.289617230637592,0.842781127585331,0.180154284262738,1.01324250972633,14.646,0.092,0.085,16.07,-0.505,-0.747,24.044,23.275,0.114,0.111
"86","Northamptonshire","E10000021",21.4436839549564,236397.29,2.9,18.6770180590561,65.9987976044581,15.3241843364858,91.3784482160612,2.44568987444216,1.77237727472426,0.616227715217241,0.411300205794622,2.04956413161607,0.375459569449904,5.24559507017828,18.936,0.122,0.103,24.051,-0.158,-0.019,22.84,15.966,0.168,0.135
"87","Northumberland","E06000057",27.4690850177832,501301.83,0.6,15.8292936068956,64.1395699115268,20.0311364815776,98.3805232447758,0.10695254850836,0.297125571151923,0.0933461592010835,0.143025301555558,0.535395597858418,0.0867011783765995,0.640449580416925,20.525,0.137,0.134,22.143,0.16,-0.804,23.816,11.249,0.186,0.134
"88","Nottingham","E06000018",55.9572101544098,7461.16,41,17.0923841926197,71.2771525778592,11.6304632295211,71.4381052080607,7.25758963622088,3.23900811305941,0.343169327401204,1.95891127976969,6.62948181104423,1.46983773881183,12.7986783564512,36.927,0.225,0.165,38.751,0.857,0.672,25.76,32.133,0.345,0.259
"89","Nottinghamshire","E10000024",30.0393737862719,208477.38,3.8,16.8943321600098,64.9780733569016,18.1275944830886,95.488049152331,0.649272972071845,0.916770382360951,0.0763551123565478,0.374394567588273,1.36370230668794,0.259861899053451,2.01679303437762,18.85,0.128,0.122,22.963,-0.019,-0.179,16.039,15.847,0.175,0.134
"90","Oldham","E08000004",66.5060005246846,14236.49,15.8,21.0096177361192,64.337896903916,14.6524853599648,77.4861380987741,1.24368044037937,0.691427631315669,7.25220878891226,0.322814443945451,1.80393691334255,0.245445692917202,9.51013130455275,30.291,0.206,0.17,32.97,0.72,0.371,12.013,21.011,0.26,0.208
"91","Oxfordshire","E10000025",16.1089510827503,260491.51,2.5,17.5011242004411,66.6312836686561,15.8675921309028,90.759072374036,1.74732868561849,1.24503286947956,0.381004530451301,0.859286813358254,2.02401965132962,0.532274494568659,4.23265289890761,11.513,0.08,0.062,15.61,-0.758,-0.48,22.56,15.106,0.118,0.096
"92","Peterborough","E06000031",25.0447909122098,34337.82,5.3,19.9732071382283,66.4789714155017,13.54782144627,82.2214114174622,2.2675909840931,2.52462819458588,0.124706612717896,0.47486535497819,2.6945341472845,0.807597845679651,5.39179114637507,27.659,0.182,0.142,33.434,0.436,0.283,25.408,17.714,0.251,0.185
"93","Plymouth","E06000026",15.8122191712431,7983.36,32.1,16.3535946080879,67.3758892910634,16.2705161008487,96.0886794807788,0.654487019470794,0.341284947578632,0.140024338492262,0.487939965052421,1.28206128307539,0.391600099850225,1.62373627059411,26.643,0.163,0.142,24.147,0.666,0.204,19.839,26.733,0.225,0.173
"94","Portsmouth","E06000044",21.862320536829,4041.14,50.7,17.3152699750312,69.3166744694132,13.3680555555556,88.3158746878901,1.84193586142322,1.41961220349563,1.77951388888889,1.27331070536829,2.66610096754057,1.05142009987516,6.31437265917603,27.054,0.156,0.11,32.327,0.311,0.308,23.387,42.986,0.238,0.19
"95","Reading","E06000038",18.0284910531927,4039.86,38.5,18.2796182353017,70.2674408149109,11.4529409497874,74.6939588177112,6.72455651325001,4.18374031779471,0.446376960526147,1.02955721974592,3.96922246913897,0.963403511926936,12.3842310113168,19.319,0.135,0.094,20.531,-0.318,0.144,23.672,27.397,0.198,0.185
"96","Redbridge","E09000026",28.271857188945,5641.14,49.5,21.2098075061835,66.8229558733914,11.9672366204251,42.4798365415636,8.90597555292684,16.3673513280998,5.73932680933434,1.07538444994085,4.10653475284081,2.69563035451841,32.0880381403018,20.242,0.151,0.1,11.875,-0.373,0.58,29.21,23.54,0.192,0.21
"97","Redcar and Cleveland","E06000003",34.1256278804826,24489.51,5.5,16.6108139698321,63.9687224897727,19.4204635403952,98.4768118836784,0.0902520399180334,0.0673191445290249,0.0695384569860257,0.114664476945042,0.631024508607233,0.0961702064700356,0.341774118378126,28.567,0.204,0.186,27.875,0.752,-0.013,12.863,7.923,0.273,0.189
"98","Richmond upon Thames","E09000027",15.8564629124552,5741.52,32.6,18.7026044173485,67.7693994331248,13.5279961495267,85.9029894646773,1.50596288571581,2.78196695010428,0.463661158350714,0.937483287876357,3.62586234557998,1.63752072303332,5.68907428204717,10.037,0.073,0.057,3.958,-1.41,0.091,19.756,28.02,0.087,0.108
"99","Rochdale","E08000005",60.7135602907902,15808.07,13.4,19.7577692856367,65.6857141507518,14.5565165636115,81.5724212206954,1.30846154209514,0.521967510474778,2.05102527645383,0.447805610796461,1.68588420351537,0.404347682322543,4.32925993982022,33.684,0.216,0.185,31.557,0.94,0.575,20.156,19.184,0.266,0.228
"100","Rotherham","E08000018",43.5828669154229,28653.77,9,17.8976212686567,64.6731187810945,17.4292599502488,93.5292288557214,0.82089552238806,0.373523009950249,0.0423662935323383,0.230099502487562,0.991526741293532,0.50839552238806,1.46688432835821,28.279,0.187,0.168,33.895,0.642,0.248,14.611,13.054,0.243,0.19
"101","Rutland","E06000017",13.1124729053494,38151.51,1,16.2059461050603,62.7900131124729,21.0040407824667,96.9868072466483,0.671679734539324,0.302389681286628,0.0187321041504991,0.334501859830341,1.04096978779202,0.168588937354492,1.32730337980679,9.621,0.064,0.058,9.747,-0.85,-0.6,27.328,14.93,0.076,0.079
"102","Salford","E08000006",57.6789080634199,9719.02,24.1,18.0543146969431,67.75102272873,14.1946625743268,90.0552722360676,2.79609973795916,1.09133811817914,0.258621058166227,1.08877328123865,1.9732145528848,1.0622699661869,5.23483219554317,32.959,0.212,0.173,28.931,1.124,0.257,18.872,23.401,0.278,0.249
"103","Sandwell","E08000028",40.9688927264878,8556.73,36,20.1893768482421,64.6056163836618,15.2050067680961,69.8980403359053,5.9588460801849,10.1927203201942,2.13852361367642,0.272346890084171,3.31068645049876,1.55098145509198,18.5624369041397,34.614,0.241,0.181,37.162,0.688,0.329,23.491,30.1,0.299,0.292
"104","Sefton","E08000014",38.7523284268965,15313.61,17.9,16.0856861097922,63.0914204317177,20.8228934584901,97.3815698162825,0.290733774060411,0.243252127543007,0.112494977902772,0.352459914533036,1.02998648599291,0.260783812410972,0.998940794039227,25.732,0.176,0.169,19.604,0.691,-0.145,9.68,23.834,0.211,0.192
"105","Sheffield","E08000019",46.5715454009242,36794.79,15,17.0992115042935,67.3953949534827,15.5053935422238,83.6236063817854,3.63344900831919,1.06170096508401,0.601775291388787,1.33852483634824,2.40438720603295,2.24317801041437,6.63545010114023,27.568,0.173,0.136,31.263,0.397,0.222,23.6,20.51,0.235,0.208
"106","Shropshire","E06000051",19.0573255065675,319730.32,1,16.0863557519869,63.2364134074197,20.6772308405933,97.8548259067256,0.189462612166766,0.245648076464497,0.0679452126391162,0.333192869672589,0.708198177892326,0.136543744630532,0.836248770942968,16.689,0.106,0.092,17.758,-0.296,-0.591,24.495,28.298,0.128,0.134
"107","Slough","E06000039",28.7079633393959,3253.61,43.1,22.6846403480618,68.1687528975429,9.14660675439535,45.5283335116437,8.64091865482686,15.6356763310866,0.391569487536108,0.568453336186299,3.39360222531293,2.55483042687493,25.2366178096359,22.873,0.151,0.103,21.223,-0.059,0.686,28.452,24.932,0.195,0.232
"108","Solihull","E08000029",29.1957382157407,17828.78,11.6,17.6011496366258,63.2401753486167,19.1586750147575,89.1132895284361,1.56720245410647,3.43439426342936,0.306279454599998,0.438371541654974,2.13089212963411,0.593204757250549,5.7462477137908,17.238,0.122,0.106,16.813,-0.484,0.066,21.258,13.403,0.164,0.13
"109","Somerset","E10000027",10.4816858249115,345054.82,1.5,16.5127591646351,62.4182032258308,21.0690376095341,97.839508502336,0.191142173548791,0.201708769519899,0.0834006324862446,0.235295449570921,0.800230955597654,0.111326636124173,0.711547025125856,17.783,0.113,0.1,20.03,-0.263,-0.397,25.496,24.111,0.148,0.123
"110","South Gloucestershire","E06000025",24.0517264344457,49694.56,5.3,17.6548044465249,65.4446715150685,16.9005240384066,94.876068912763,0.844093816955706,1.02714572225584,0.0905745394208557,0.499301662689759,1.39553292460621,0.330330673181944,2.46111574132216,11.358,0.087,0.074,17.479,-0.857,-0.294,18.358,11.164,0.124,0.106
"111","South Tyneside","E08000023",39.803681975602,6441.31,23,16.1793596035834,65.6922775726235,18.1283628237931,95.9244432142688,0.283540475402864,0.434086965914384,1.03559783159046,0.158647646951602,0.894502690259035,0.656193671646628,1.91187291985931,30.608,0.223,0.198,25.745,0.944,-0.254,21.056,7.355,0.282,0.245
"112","Southampton","E06000045",16.8480509283103,4988.93,47.5,16.3832625526633,70.6246147871092,12.9921226602275,85.7756182403053,2.13903969064766,2.84614280527858,0.591433709610692,1.45599918946986,2.39697402082049,1.14698457459832,7.0326153950068,26.878,0.154,0.11,28.923,0.498,0.677,21.048,34.996,0.25,0.192
"113","Southend-on-Sea","E06000033",15.1447097167997,4175.6,41.6,17.7964735284294,64.468668302065,17.7348581695056,91.4792292897534,2.10010480369462,1.04227850142234,0.537262896037038,0.624215411901554,2.10240818159831,0.516532494903776,4.30386161305555,24.516,0.169,0.139,26.73,0.093,0.461,16.213,24.893,0.227,0.174
"114","Southwark","E09000028",17.399569173347,2885.41,99.9,17.482126937766,74.7723591054623,7.74551395677164,54.1433244416077,26.887121335632,2.01850265190802,1.35699989246678,2.80072012570981,6.16685687328077,3.27906952543161,33.0633440057166,29.489,0.198,0.126,13.283,0.258,0.886,30.842,41.125,0.303,0.343
"115","St. Helens","E08000013",44.0653022109658,13638.25,12.9,16.9712734159308,65.1173933876378,17.9113331964314,98.0035138156844,0.141465306774363,0.287494010541447,0.0695918041390011,0.292057407534168,0.672530631802314,0.136901909781641,0.790608528988979,29.809,0.196,0.183,24.664,0.998,0.049,15.07,19.673,0.263,0.192
"116","Staffordshire","E10000028",30.8430633750113,262027.95,3.2,16.4781158035048,65.0356103614779,18.4862738350173,95.6031250847094,0.566890083430663,0.760410565134021,0.0767246245973725,0.32127699946611,1.1318944618021,0.212613245428049,1.72530227262817,16.38,0.112,0.102,20.592,-0.106,-0.352,17.99,16.595,0.147,0.131
"117","Stockport","E08000007",37.6736386903186,12606.18,22.5,17.6185685288148,64.368193451593,18.0132380195923,92.0522460506575,0.691201129644339,0.983496602241638,0.248874768334657,0.607889859676992,1.80178271997176,0.576118612655547,2.53146235989763,19.108,0.128,0.117,17.491,0.365,0.142,11.762,17.651,0.158,0.147
"118","Stockton-on-Tees","E06000004",40.2953916810187,20393.06,9.4,18.1368404571786,66.2319294400083,15.631230102813,94.5441260894525,0.591305255466834,0.776577422890246,0.0688899326757476,0.451959709827253,1.04222117843536,0.286519492719587,1.88873232086008,24.625,0.177,0.156,24.637,0.548,-0.263,17.844,7.068,0.226,0.179
"119","Stoke-on-Trent","E06000021",38.962603611129,9345.02,26.6,18.2889706354816,66.1219719848358,15.5890573796826,88.5630180556448,1.50236136991583,0.935311315299107,0.440548094840326,0.491550472273983,1.80355651224057,0.651384694467648,3.36977125232924,34.36,0.208,0.18,39.728,0.947,0.482,16.753,24.771,0.286,0.21
"120","Suffolk","E10000029",10.3534510816946,380018.39,1.9,17.0327248157349,63.0487953933391,19.9184797909259,95.1148300586544,0.941272764477184,0.549190222518859,0.309408745020002,0.296499547491427,1.71280331464246,0.344840372279284,2.09637127950747,18.314,0.114,0.098,25.229,-0.297,-0.303,24.098,21.13,0.15,0.124
"121","Sunderland","E08000024",40.7323252488149,13746.17,20,16.2849447924909,66.7306701124476,16.9843850950615,95.9006337430038,0.462058902528439,0.630113318766197,0.753159640806371,0.557519618447511,0.645357995833122,0.303804635833702,2.40285148054852,29.725,0.21,0.185,30.314,1.007,-0.215,15.516,7.289,0.262,0.247
"122","Surrey","E10000030",16.3645033954733,166249.81,6.8,18.0779590070559,64.7489822411007,17.1730587518434,90.2004609719266,1.09767836169518,1.786663605295,0.300249913898922,0.835489539822853,2.08002543293388,0.814736972244545,4.02008142071195,9.386,0.07,0.06,11.608,-1.03,-0.375,20.292,13.362,0.097,0.084
"123","Sutton","E09000029",17.8757375911142,4385.02,43.4,18.6793306196291,66.9985169290966,14.3221524512743,78.4954719005396,4.79631441103152,3.3942339044734,0.62215350309762,1.17804213604283,3.75185383862926,1.26639529624604,9.99074395464538,14.579,0.111,0.086,12.576,-0.461,0.163,19.784,19.062,0.159,0.129
"124","Swindon","E06000030",19.2535714968731,23010.36,9.1,18.5454875786494,67.659067872784,13.7954445485666,89.7502342748953,1.36787852129511,3.29945112738817,0.44751286121364,0.45611887777544,2.02050144389833,0.38535829715619,5.57096138767236,17.857,0.125,0.099,26.089,-0.135,0.073,17.064,13.737,0.172,0.153
"125","Tameside","E08000008",48.1251481825974,10317.14,21.3,18.2027502690084,66.2034250697598,15.5938246612318,90.9116193394248,0.813408473308895,1.67241159198264,1.95874596487389,0.433605077419708,1.44033484707556,0.181922635005745,4.87817110758513,29.38,0.188,0.166,27.805,0.942,0.35,13.003,23.669,0.246,0.203
"126","Telford and Wrekin","E06000020",25.6119442394129,29031.32,5.7,19.1699521726346,66.3744216609358,14.4556261664296,92.5636548028396,1.06756440491836,1.84588426617699,0.0972149711055503,0.388259792007969,1.79007567165343,0.283843711931637,3.39892343420887,24.852,0.176,0.139,26.915,0.42,0.008,24.309,9.384,0.245,0.194
"127","Thurrock","E06000034",20.2466630734599,16337.6,9.7,20.4083573761136,66.896420532006,12.6952220918804,85.6795916426239,7.81395643765258,1.41656891030722,0.432452997685552,0.525030912146096,1.96506134872071,0.587806347293998,10.1880092577914,21.603,0.152,0.112,29.967,-0.33,0.481,22.327,16.907,0.218,0.174
"128","Torbay","E06000027",14.9130643941997,6287.4,20.8,15.3170076130697,61.1229468765033,23.5600455104269,97.4824181614093,0.191663039577272,0.307729900197772,0.0755961789567727,0.199299017249674,1.08430882948098,0.18020907306867,0.77428813598149,28.788,0.191,0.176,24.462,0.568,0.306,15.99,27.731,0.241,0.198
"129","Tower Hamlets","E09000030",27.4935457464895,1976.9,128.5,18.6870316730684,75.1853630124048,6.12760531452679,45.1183804546313,7.33148101504943,2.67103771802783,32.0260846294314,3.19131351929979,4.07719916881808,2.27748567470562,45.2199168818085,35.657,0.253,0.138,18.831,0.543,0.762,37.748,39.823,0.393,0.497
"130","Trafford","E08000009",38.7945872944416,10603.73,21.4,18.9683023064905,65.0226412096497,16.0090564838599,85.5308105817864,2.88642321849429,2.78314752535551,0.201696546001818,0.985091226862273,2.66177651846163,0.970968055150985,6.85635851671389,15.388,0.12,0.107,11.154,0.004,-0.352,13.66,18.301,0.143,0.148
"131","Wakefield","E08000036",42.404637901773,33861.24,9.6,17.1748450912573,65.9019693896028,16.9231855191399,95.3406150928225,0.770937616047287,0.472628952513066,0.00982086135092086,0.261787335385484,0.898608813609259,0.289101606017733,1.51517476529676,26.892,0.166,0.159,34.202,0.655,0.118,16.169,15.659,0.224,0.169
"132","Walsall","E08000030",35.7748874028583,10395.49,25.9,19.5341652959458,63.454662245705,17.0111724583493,78.7834681776157,2.36481845219309,6.12721527682374,1.92853933752409,0.368702264567081,2.68228112712245,0.831343776803318,10.789275331108,30.37,0.219,0.169,36.464,0.42,0.197,19.219,22.11,0.284,0.237
"133","Waltham Forest","E09000031",21.7967930175916,3881.4,66.5,20.1596133963733,69.9406386859194,9.89974791770733,52.0544126017913,17.3441136267711,3.5368965610709,1.79361778748417,0.998648591088446,5.33051434855508,4.06739232291316,23.6732765664146,30.19,0.193,0.128,18.693,0.124,0.86,38.435,35.439,0.27,0.251
"134","Wandsworth","E09000032",17.9384029055848,3426.29,89.6,15.8846235280705,75.3494356585612,8.7659408133683,71.3539308457792,10.6698806169482,2.81502956074203,0.486327138878483,1.21011742862262,4.96457597029268,2.09905698789883,15.1813547451913,18.295,0.127,0.079,7.25,-0.335,0.439,24.595,38.202,0.207,0.234
"135","Warrington","E06000007",41.09223252962,18065.39,11.2,17.8808078010958,66.1896473287576,15.9295448701466,95.8947326779674,0.343177008129438,0.891567933223886,0.0751626876594735,0.419823169887454,1.06018948909152,0.240817295330024,1.72973079890025,19.312,0.122,0.115,18.643,0.352,-0.124,16.196,19.707,0.153,0.141
"136","Warwickshire","E10000031",23.064344038396,197508.17,2.8,16.8314163461503,64.969549419404,18.1990342344456,92.615596710384,0.814520948752828,3.01297587052728,0.0520648096884544,0.430634640697815,1.45726469089269,0.421284974169255,4.31019626966638,15.006,0.102,0.087,17.029,-0.263,-0.186,20.485,18.075,0.138,0.125
"137","West Berkshire","E06000037",11.0387330810937,70416.82,2.2,18.8503595064425,65.7903290816658,15.3593114118917,94.7133699990899,0.894540442849527,1.08892096059081,0.146272964855482,0.428417261510057,1.57324699977897,0.236637152032869,2.55815162980588,10.242,0.076,0.064,13.751,-1.265,-0.195,22.002,11.807,0.104,0.092
"138","West Sussex","E10000032",11.5467745373606,199049.35,4.1,16.7801886745686,62.5757846155371,20.6440267098943,93.6216990625759,0.885620380422659,1.19706230821473,0.290745229844886,0.366839676189626,1.50639738651517,0.341805346936145,2.7402675946719,14.027,0.097,0.084,18.235,-0.517,-0.328,21.771,14.708,0.129,0.111
"139","Westminster","E09000033",18.7925030538387,2147.78,102.2,14.1333479188317,74.6932487374428,11.1734033437255,61.6483436343416,7.50788528505533,3.28766249156776,2.87106419442469,2.69694980765374,5.19380480956809,11.0927273058761,16.3635617787015,27.686,0.17,0.109,8.793,-0.301,0.443,35.103,54.767,0.287,0.249
"140","Wigan","E08000010",52.745171449336,18819.15,16.9,17.6168558025981,66.1336043215489,16.249539875853,97.2291874443525,0.527923636695412,0.320592482593936,0.034293013349106,0.280321788018839,0.867078392570057,0.221174205361665,1.16313092065729,24.857,0.163,0.156,26.699,0.653,-0.008,14.167,13.808,0.202,0.185
"141","Wiltshire","E06000054",11.0874960985687,325534.12,1.4,18.0151640936683,63.8337852270049,18.1510506793268,96.4399837785388,0.685377966414781,0.328463356271272,0.126332060104335,0.256910576010497,1.18221329522847,0.219966410534608,1.39708395880089,13.466,0.088,0.077,17.2,-0.546,-0.446,25.78,15.064,0.114,0.105
"142","Windsor and Maidenhead","E06000040",16.9825677919203,19650.96,7.4,18.5473159933592,64.7973159933592,16.6553680132817,85.975373547316,1.19327614831212,4.05368013281682,0.2718594355285,0.740868843386829,2.2931654676259,0.807277255118982,6.25968456004427,8.857,0.069,0.058,9.059,-1.314,-0.125,18.679,13.064,0.084,0.092
"143","Wirral","E08000015",31.5119940709794,15704.94,20.4,17.2604547458745,63.6747419343742,19.0648033197512,96.9654421904854,0.217334880215646,0.420285005769537,0.266117961242468,0.516913031649587,1.02757182214189,0.165737390668047,1.42065087887724,26.892,0.187,0.173,20.106,0.818,-0.247,11.075,21.872,0.241,0.187
"144","Wokingham","E06000041",14.3088482964115,17897.92,8.6,18.9933929265449,65.5972276201581,15.4093794532971,88.245886772898,1.35574556289675,3.45316750874466,0.143801010493587,0.779246016323358,2.06114781707475,0.739733126052597,5.73196009845835,5.652,0.052,0.048,7.153,-1.812,-0.632,18.816,5.957,0.068,0.066
"145","Wolverhampton","E08000031",33.5350944001283,6943.95,35.9,18.5288812282038,65.1849921834289,16.2861265883673,67.9332184230569,6.93830921553694,12.892131318395,0.173167114282278,0.551569326973183,5.12446386339039,1.89802381047821,20.5551769751874,33.183,0.238,0.187,33.243,0.538,0.272,22.065,25.574,0.313,0.25
"146","Worcestershire","E10000034",19.8792233414405,174051.71,3.3,16.5378182132897,64.1946132691829,19.2675685175275,95.535608625693,0.418956177395795,0.641857819838246,0.23243943062937,0.282777757171445,1.24432810697866,0.168324298928412,1.57603118503486,17.704,0.116,0.1,19.171,-0.262,-0.282,26.195,19.261,0.157,0.127
"147","York","E06000014",28.7552196151496,27193.63,7.3,15.0148194152011,68.1132637552953,16.8719168295035,94.1484769074632,0.602875017041065,0.773033208617982,0.186820566419761,1.2365501815189,1.21837304532671,0.491287597638992,2.79927897359771,12.219,0.086,0.072,13.596,-0.494,-0.412,17.942,20.095,0.123,0.111
